¾­Î³¶È
"-73.94725037,40.76377106"
"-73.99215698,40.73792267"
"-73.97933959999999,40.75294113"
"-73.951828,40.78173828"
"-73.99371338,40.74687958"
"-74.00621796,40.71680832"
"-73.97864532,40.75641632"
"-73.98287201,40.74520111"
"-73.97422791,40.75067902"
"-73.98007202,40.76508713"
"-73.96890259,40.75862503"
"-74.00868988,40.71095657"
"-73.97168732,40.75617218"
"-74.0149765,40.70959473"
"-73.95739746,40.77014923"
"-73.97000122,40.75792313"
"-73.9858017,40.73131561"
"-73.97206879,40.759708399999994"
"-73.96253204,40.80487823"
"-73.97955322,40.74618912"
"-73.79011536,40.64368057"
"0.0,0.0"
"-73.96685028,40.76198578"
"-73.99179077,40.77023697"
"-73.98838806,40.74327087"
"-73.96833801,40.75915909"
"0.0,0.0"
"-73.98620605,40.76816177"
"-73.91306305,40.87208176"
"-73.86470032,40.77041626"
"-73.99012756,40.73794937"
"0.0,0.0"
"0.0,0.0"
"-73.99495697,40.76037979"
"-73.97097778,40.79597092"
"-73.97817993,40.75235367"
"-73.93776703,40.81264114"
"-73.96231842,40.77904129"
"-73.96134186,40.77160263"
"-73.98343658,40.72526169"
"-73.96244812,40.76332092"
"-74.00559235,40.74583817"
"-73.99393463,40.72740936"
"-73.97042084,40.75897979999999"
"-73.98876953,40.73866653"
"-73.98242950000001,40.77142334"
"-73.98166656,40.72914886"
"-73.98232269,40.74562836"
"-73.95384979,40.76667786"
"-73.99394226,40.73588181"
"-74.00708008,40.72833252"
"-73.98921967,40.76769638"
"-73.99098969,40.734893799999995"
"-73.95548248,40.77267075"
"-73.98950958,40.72541046"
"-73.98287964,40.76186752"
"-73.98397827,40.76055527"
"-73.99350739,40.72730637"
"-73.95423126,40.76395798"
"-73.97464752,40.75109482"
"-73.98745728,40.73268509"
"-73.98144531,40.75265121"
"-73.99323273,40.71798706"
"-73.97037506,40.75252533"
"-73.99629211,40.74332047"
"-73.97949982,40.76068878"
"-73.95729065,40.77050018"
"-73.97165679999999,40.75075912"
"-74.00742340000001,40.70710754"
"-73.99620819,40.73243713"
"-73.95494079999999,40.80006027"
"-73.9677887,40.7552681"
"-73.98732758,40.74721146"
"-73.98234558,40.72774887"
"-73.98979187,40.74151611"
"-73.96138,40.77141953"
"-74.00228882,40.72930145"
"-74.00224304,40.75093079"
"-73.98370361,40.77042007"
"-73.98298645,40.76185989"
"-74.00843811,40.73376083"
"-73.99196625,40.74488831"
"-74.00017548,40.74294662"
"-74.00905609,40.71671677"
"-74.00574493,40.75072861"
"-73.96458435,40.76973343"
"-73.95433044,40.78121567"
"-74.00898743,40.71802521"
"-73.99285889,40.74254608"
"-73.97218323,40.75965881"
"-73.93899536,40.75231552"
"-73.98545837,40.72737885"
"-73.98188782,40.77330017"
"-73.97046661,40.76456833"
"-73.96164703,40.76423264"
"-73.98114777,40.75937653"
"-73.78988647,40.64377213"
"-73.99595642,40.72639847"
"-73.98118591,40.74168396"
"-73.95272827,40.77215958"
"-73.7881546,40.64156723"
"-73.95890045,40.80982971"
"-73.98212433,40.73188019"
"-73.98222351,40.76882172"
"-73.95936584,40.77716827"
"-73.97580719,40.75635529"
"-74.00640869,40.73904037"
"-74.01444244,40.70375443"
"-74.0109787,40.71884918"
"-73.7937088,40.65701294"
"-73.96977234,40.75336838"
"-73.97605896,40.76284027"
"-74.00238037,40.75091553"
"-73.98590851,40.76205063"
"-73.99304962,40.75268936"
"-73.98664093,40.74097061"
"-73.99849701,40.74517822"
"-74.00422668,40.73797607"
"-73.99088287,40.72761154"
"-73.94139099,40.79198074"
"-73.98873901,40.73107147"
"-73.99623871,40.73709869"
"-73.87081146,40.773723600000004"
"-73.98410034,40.73357391"
"-73.9797287,40.78106308"
"-73.95549774,40.77926254"
"-74.00302887,40.74950409"
"-73.97019196,40.79675293"
"-73.97184753,40.75773621"
"-73.97819519,40.75226974"
"-74.00753021,40.70894241"
"-73.98677826,40.73387146"
"-73.97870636,40.72974014"
"-73.98754883,40.72870255"
"-73.96087646,40.77807999"
"-73.94753265,40.78346634"
"-73.9857254,40.75200653"
"-73.94538116,40.77833939"
"-73.96347809,40.76203156"
"-73.98835754,40.7377739"
"-73.97803497,40.75231934"
"-73.99120331,40.75572586"
"-73.99275208,40.74296951"
"-73.9862442,40.76222992"
"-73.95902252,40.77181244"
"-74.00855255,40.71425629"
"-73.97981262,40.78375626"
"-73.98535919,40.73555374"
"-73.98085022,40.75099182"
"-73.95999146,40.78118515"
"-73.98303986,40.75518036"
"-73.97779846,40.75472641"
"-73.94077301,40.82952881"
"-73.9835434,40.77101135"
"-73.95547485,40.77920532"
"-73.95132446,40.81207657"
"-73.95298767,40.77666092"
"-73.96681213,40.75751114"
"-73.96972656,40.75670242"
"-73.99633026,40.73218536"
"-73.98477173,40.75242615"
"-73.95413971,40.77463531"
"-73.99005890000001,40.75693893"
"-74.0037384,40.73208618"
"-73.98214722,40.76961899"
"-73.96109009,40.77164841"
"-73.99099731,40.73010254"
"-73.95265961,40.8007164"
"-73.99334717,40.74621201"
"-73.97756958,40.75314331"
"-73.98256683,40.76831436"
"-73.98317719,40.74941254"
"-74.01092529,40.70331573"
"-73.96736145,40.75671005"
"-74.0032196,40.72349548"
"-73.99140167,40.7321434"
"-73.99799347,40.71685791"
"-73.99794006,40.72937775"
"-73.97975159,40.7554512"
"-74.00686646,40.74872971"
"-73.99862671,40.74066925"
"-73.87480927,40.77396011"
"-73.98374939,40.76528168"
"-73.98784637,40.74974823"
"-73.99130249,40.7555809"
"-73.9593277,40.77708435"
"-73.98908234,40.74355316"
"-74.01313782,40.71533966"
"-73.97512054,40.76124573"
"-73.99427795,40.74522018"
"-73.97979736,40.755008700000005"
"-73.97553253,40.76113129"
"-73.98721313,40.74488068"
"-73.95589447,40.78465652"
"-73.98527527,40.73652267"
"-73.98600006,40.75793076"
"-73.97212219,40.75711823"
"-73.9622879,40.77906036"
"-73.98348999,40.72292328"
"-73.95657349,40.77783585"
"-74.00270844,40.71812439"
"-73.99810028,40.72271347"
"-73.98773193,40.73852158"
"-73.98593903,40.77791595"
"-73.97144318,40.74865341"
"-73.92539978,40.77283096"
"-73.97305298,40.75001907"
"-73.78349304,40.64864349"
"-74.00011444,40.72719574"
"-73.99989319,40.726848600000004"
"-73.97660065,40.7438736"
"-74.00493622,40.74071884"
"-74.00016785,40.74784088"
"-73.86354065,40.76927185"
"-73.96682739,40.77264786"
"-73.98577881,40.75899124"
"-74.00467682,40.73419571"
"-73.97844696,40.76543045"
"-73.94996643,40.7841568"
"-73.97263336,40.78091812"
"-74.00761414,40.74354172"
"-73.95632172,40.78131866"
"-73.87310028,40.774139399999996"
"-74.00260925,40.73952866"
"-73.99053192,40.7560997"
"-73.97929382,40.78665161"
"-73.9808197,40.73056793"
"-73.97261809999999,40.78076935"
"-74.00820159999999,40.73820496"
"-73.95542908,40.78287125"
"-73.98934174,40.76306152"
"-74.00169373,40.75082016"
"-73.96788025,40.76908112"
"-73.78189087,40.645088200000004"
"-74.0015564,40.73086548"
"-74.01567841,40.71131897"
"-73.97957611,40.77122116"
"-73.96923065,40.79793167"
"-73.97757721,40.75209427"
"-73.95715332,40.76241302"
"-73.95530701,40.78852081"
"-73.95211029,40.76647568"
"-73.97688293,40.78757858"
"-73.98042297,40.73059845"
"-73.93776703,40.74885178"
"-73.98321533,40.76594925"
"-73.77709961,40.64636993"
"-73.95277405,40.79180145"
"-73.97097778,40.76272964"
"-73.94538879,40.80802155"
"-73.98753357,40.75000381"
"-73.99693298,40.7469902"
"-73.95919037,40.80952072"
"-73.9932785,40.75872803"
"-73.98931885,40.75826645"
"-73.98667145,40.76091385"
"-73.99972534,40.71408463"
"-73.98600769,40.72227859"
"-73.99480438,40.74477768"
"-73.99563599,40.75927353"
"-73.98695374,40.73963165"
"-73.96037292,40.76964951"
"-73.86280823,40.76891327"
"0.0,0.0"
"-73.95533752,40.78846359"
"-73.94869995,40.78885269"
"-74.00398254,40.73166275"
"-73.99326324,40.73656845"
"-73.99571991,40.75412369"
"-73.98773193,40.71860504"
"-73.98245239,40.74529648"
"-73.97789764,40.75231934"
"-73.9644165,40.77022171"
"-74.00829315,40.71381378"
"-74.00376892,40.74198532"
"-73.98148346,40.73256683"
"-73.94287872,40.79007339"
"-73.95858765,40.781147"
"0.0,0.0"
"-73.9598465,40.76665878"
"-73.98127747,40.77421188"
"-73.99388885,40.74343491"
"-74.01585388,40.71115875"
"-73.94685364,40.80595016"
"-73.98334503,40.75648499"
"-73.95095062,40.7859726"
"-73.95453644,40.7654686"
"-73.98028564,40.78347778"
"-73.97251129,40.76472092"
"-73.9781723,40.76181029999999"
"-73.9803772,40.77800751"
"-73.87303925,40.77412033"
"-74.01126862,40.71001816"
"-73.99363708,40.72041321"
"-73.96065521,40.780963899999996"
"-73.96760559,40.75609207"
"-73.86540222,40.77005386"
"-73.98570251,40.7780838"
"-74.00276947,40.73955154"
"-73.98704529,40.72092056"
"-73.99717712,40.76250839"
"-73.99698639,40.74296188"
"-73.97428131,40.75618744"
"-73.98229218,40.768974299999996"
"-74.00762939,40.70534897"
"-73.95802307,40.77340698"
"-74.0045929,40.74780655"
"-73.97581482,40.75257492"
"-73.98245239,40.77119064"
"-73.98397064,40.77059174"
"-74.00769806,40.70422745"
"-73.97595978,40.75992584"
"-73.95030212,40.77133179"
"-73.94500732,40.77479172"
"-73.99662781,40.76310349"
"-73.97555542,40.75992584"
"-73.99009705,40.75682068"
"0.0,0.0"
"-74.00544739,40.74600601"
"-73.96936035,40.76287842"
"-73.99874878,40.71975327"
"-73.99120331,40.73497391"
"-73.98947144,40.73832321"
"-73.96807098,40.76776505"
"-73.99085999,40.75133133"
"0.0,0.0"
"-73.94773865,40.77898407"
"-73.97975159,40.73519516"
"-73.99241638,40.69421387"
"-74.00656891,40.71909714"
"-73.99684906,40.72560120000001"
"-73.99326324,40.76123047"
"-73.97844696,40.71998978"
"-74.00237274,40.73432922"
"-73.98152161,40.75035095"
"-73.9889679,40.73078537"
"-73.98667908,40.71586609"
"-73.98137665,40.76853943"
"-73.97921753,40.76258087"
"-73.99082947,40.75616074"
"-73.96992493,40.79727554"
"-73.97824097,40.74824905"
"-74.0076828,40.74296951"
"-73.98268127,40.762043"
"-73.96831512,40.76143646"
"-73.9683075,40.76757431"
"-73.99928284,40.73371124"
"-73.99117279,40.77040482"
"-73.95005035,40.77194977"
"-73.94606018,40.77752686"
"-73.95962524,40.77352142"
"-73.78921509,40.64737701"
"-73.98440552,40.76929474"
"-73.98422241,40.73735809"
"-73.97735596,40.74957275"
"-73.9812851,40.75032806"
"-74.00228119,40.7387085"
"-73.9799881,40.75557709"
"-74.00536346,40.71389771"
"-74.0039978,40.73148727"
"-73.96183777,40.76379013"
"-73.98628998,40.76065826"
"-73.9874115,40.75012207"
"-73.97642517,40.75138474"
"-74.00194549999999,40.71917725"
"-73.99380493,40.74169922"
"-73.98448181,40.76433563"
"-73.96882629,40.76179504"
"-73.97853088,40.76203156"
"-73.96803284,40.7556076"
"-73.97373962,40.76367569"
"-73.97580719,40.75262070000001"
"-73.98654175,40.76021576"
"-73.99084473,40.76609421"
"-74.00662231,40.73138046"
"-73.99845886,40.71332169"
"-74.00872803,40.71369171"
"-73.95120239,40.78257751"
"-73.97285461,40.75282669"
"-73.96987152,40.78468323"
"-73.98829651,40.75916289999999"
"-73.93331146,40.70531464"
"0.0,0.0"
"-73.97838593,40.76210022"
"-73.95774078,40.77353287"
"-73.97931671,40.78174973"
"-73.97786713,40.76283646"
"-73.97038269,40.75239182"
"-73.97212219,40.75753784"
"-73.98217009999999,40.72792053"
"-73.95652008,40.77565765"
"-73.99521637,40.74489975"
"-73.97407532,40.76409149"
"-73.98428345,40.74319077"
"-73.9879837,40.75317001"
"-73.99038696,40.75649261"
"-73.97371674,40.76436615"
"-73.98767853,40.76008606"
"-73.98902893,40.73487473"
"-74.00114441,40.72925186"
"-73.98268890000001,40.73114014"
"-73.97212982,40.74745178"
"-73.97688293,40.79032898"
"-73.96235657,40.75902557"
"-73.94156647,40.78776932"
"-74.00678253,40.73059082"
"-73.98829651,40.73699951"
"-73.98833466,40.74070358"
"-73.98278046,40.75698853"
"-73.98674011,40.75566864"
"-73.98014832,40.783767700000006"
"-73.97461700000001,40.74219131"
"-74.00723267,40.72683334"
"-73.98603821,40.72644043"
"-73.97203064,40.76477814"
"-73.98649597,40.72582626"
"-73.97344208,40.74847031"
"-73.99382782,40.72742844"
"-74.01421356,40.70645142"
"-73.99427795,40.74075699"
"-73.99563599,40.73313522"
"-73.96442413,40.76451111"
"-74.00507355,40.74655914"
"-74.00910187,40.7395401"
"-73.96239471,40.77880859"
"-73.97844696,40.74505234"
"-73.99552155,40.74491119"
"-73.99845886,40.71981049"
"-73.78829193,40.64160156"
"-73.96920776,40.7666626"
"-73.99948883,40.74378967"
"-73.96842957,40.79923248"
"-73.97547913,40.75752258"
"-73.87077332,40.77368164"
"-73.97225189,40.74737167"
"-73.96817779999999,40.78696442"
"-73.96327972,40.75851059"
"-73.98549652,40.7525444"
"-73.99024963,40.75603104"
"-73.97203064,40.76274872"
"-73.99259186,40.73796844"
"-73.97702789,40.76501846"
"-73.95708466,40.77502441"
"-74.00372314,40.72619629"
"-73.99009705,40.75734711"
"-73.99612427,40.76373291"
"-73.99326324,40.76267242"
"-73.99880219,40.74472046"
"-73.99385834,40.71295547"
"-73.98894501,40.72991562"
"0.0,0.0"
"-74.00992584,40.72078323"
"-74.0083313,40.71456146"
"-74.00731659,40.72721863"
"-73.98152161,40.74409103"
"-73.98067474,40.76008224"
"-73.97509766,40.76479721"
"-73.98590088,40.75188065"
"-74.00856018,40.71933365"
"-73.97583771,40.75569153"
"-74.00453186,40.72135544"
"-73.98807526,40.72286606"
"-73.98802185,40.72267151"
"-73.99858093,40.74010086"
"-73.96763611,40.75600052"
"-73.9624939,40.77881241"
"0.0,0.0"
"-73.97847748,40.77278519"
"-73.97232056,40.74990845"
"-73.95822144,40.77603912"
"-73.98083496,40.76549149"
"-74.00479126,40.75189972"
"-73.99369049,40.72108841"
"-73.97519684,40.75297546"
"-73.98287201,40.66579437"
"-73.98177338,40.75705338"
"-74.00405884,40.71696472"
"-74.00383759,40.74204254"
"-74.00167847,40.74674988"
"-73.97776031,40.77381516"
"-73.99816132,40.7456398"
"-73.78379822,40.64863968"
"-73.97879028,40.74517441"
"-73.99210358,40.75147629"
"-73.96421814,40.76779175"
"-74.00850677,40.71989822"
"-74.01237488,40.7025528"
"-73.9778595,40.74475861"
"-73.97647095,40.75812912"
"-73.96230316,40.77907944"
"-73.95399475,40.77788544"
"-73.87496948,40.77402115"
"-73.94848633,40.77054977"
"-73.99256897,40.73632813"
"-73.97120667,40.75527191"
"-73.87306213,40.77417374"
"-73.98905945,40.75671005"
"-73.97722626,40.7872963"
"-74.00374603,40.72608185"
"-73.96795654,40.75541687"
"-73.78337859999999,40.64858246"
"-73.97371674,40.77938461"
"-73.98213196,40.77497864"
"-73.9752655,40.76097488"
"-73.98204803,40.77396774"
"-73.97820282,40.76327896"
"-73.98969269,40.741668700000005"
"-73.97462463,40.74213028"
"-73.96585083,40.75434113"
"-73.99034882,40.77180099"
"-73.97364807,40.75509262"
"-73.94449615,40.77948761"
"-73.9919281,40.73832321"
"-74.00669098,40.73044968"
"-74.00888824,40.70663834"
"-74.00125885,40.73101807"
"-73.97776031,40.75442886"
"-73.94956207,40.78078842"
"-73.97227478,40.75376892"
"-73.98694611,40.75837708"
"-73.99624634,40.75346756"
"-73.9977417,40.76181029999999"
"-73.9821167,40.76409912"
"-73.99442291,40.72491074"
"-73.97194672,40.75761795"
"-73.97800446,40.7578125"
"-73.98963165,40.73945618"
"-73.97968292,40.77615738"
"-73.99015045,40.73768616"
"-74.00678253,40.70584869"
"-73.97586059999999,40.76074982"
"-73.97045898,40.75284576"
"-73.97415161,40.78377151"
"-73.97760773,40.75445175"
"-74.00076294,40.74188614"
"-74.00623322,40.73421097"
"-73.9857254,40.72707748"
"-73.98615265,40.74082565"
"-73.99594116,40.72492981"
"-73.99105835,40.73395538"
"-73.97875977,40.72417831"
"-73.97781372,40.7579155"
"-73.78622437,40.64182663"
"-73.99501801,40.71972275"
"-73.96798706,40.75518417"
"-73.96070862,40.76111984"
"-73.97390747,40.764171600000005"
"-73.99315643,40.72234344"
"-73.98355865,40.76078033"
"-74.00325012,40.73271942"
"-73.98495483,40.7478714"
"-74.00130463,40.75189209"
"-73.99039459,40.71875"
"-74.00893402,40.71088409"
"-73.95263672,40.77665329"
"-74.01499939,40.71393967"
"-73.98220825,40.7498703"
"-73.99687958,40.73711777"
"-73.86416626,40.77005768"
"-73.99046326,40.75418091"
"0.0,0.0"
"-73.99477386,40.750232700000005"
"-73.97881317,40.75918961"
"-73.97332764,40.74852371"
"-73.99064636,40.75608826"
"-73.9779129,40.75321579"
"-73.99233246,40.72452164"
"-73.97434998,40.75680161"
"-73.98073578,40.76566315"
"-73.9923172,40.74273682"
"-73.98180389,40.76250076"
"-73.87303925,40.77412033"
"-73.98153687,40.76715851"
"-73.97145081,40.75772095"
"-73.9936676,40.74985886"
"-73.95671082,40.78062057"
"-73.98829651,40.76422882"
"-73.98308563,40.74779129"
"-73.99363708,40.73593521"
"-73.98623657,40.73456955"
"-73.97610474,40.76486969"
"-73.97387695,40.75207138"
"-73.98244476,40.77109909"
"-74.0043869,40.73078156"
"-73.99896240000001,40.72291565"
"-73.9796524,40.75508881"
"-73.95585632,40.78492355"
"-73.98574829,40.75569153"
"-73.99250031,40.74908829"
"-73.98233032,40.77449799"
"-73.978302,40.75243378"
"-73.96894073,40.75460052"
"-74.00930023,40.73949432"
"-73.97515869,40.76176071"
"-73.98738861,40.74474716"
"-73.98918152,40.74548721"
"-73.97820282,40.75123596"
"-73.98622894,40.75154877"
"-73.97653961,40.77538681"
"-73.98784637,40.74974823"
"-73.98548126,40.75838852"
"-73.98821259,40.7236557"
